arg_struc_cxn	roleset	lemma
arg0(np)-v(v)-arg1(np)-arg2(pp)	protect.01	protect
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	accept.01	accept
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	urge.01	urge
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	welcome.01	welcome
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(sbar)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	lay.01	lay
arg0(np)-v(v)-arg1(np)-arg2(pp)	welcome.01	welcome
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(advp)	pull.01	pull
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	waste.01	waste
arg0(np)-v(v)-arg1(np)-arg2(pp)	lay.01	lay
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	lay.01	lay
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg2(np)-arg1(np)	teach.01	teach
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(advp)	lead.01	lead
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	free.01	free
arg0(np)-v(v)-arg1(np)-arg2(pp)	save.02	save
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(c("np", "np"))-arg2(rb)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	punish.01	punish
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(to)	command.02	command
arg0(np)-v(v)-arg1(np)-arg2(pp)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(rb)	leave.12	leave
arg0(np)-v(v)-arg1(np)-arg2(pp)	encourage.02	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	destroy.01	destroy
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	free.01	free
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	thank.01	thank
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(vp)	command.02	command
arg0(np)-v(v)-arg1(np)-arg2(vp)	force.01	force
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg2(np)-arg1(np)	owe.01	owe
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	change.01	change
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	pay.01	pay
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	crown.01	crown
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(c("s", "vp"))	send.02	send
arg2(pp)-arg0(np)-v(v)-arg1(np)	explain.01	explain
arg1(np)-arg0(np)-v(v)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer.01	offer
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer.01	offer
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	pay.01	pay
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer.01	offer
arg1(np)-arg0(np)-v(v)-arg2(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg2(np)-arg0(np)-v(v)-arg1(np)	promise.01	promise
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg1(np)-arg2(pp)	spread.01	spread
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(pp)-arg1(np)	remove.01	remove
arg0(np)-v(v)-arg1(np)-arg2(pp)	speak.01	speak
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	accept.01	accept
arg0(np)-v(v)-arg1(np)-arg2(pp)	learn.01	learn
arg0(np)-v(v)-arg2(rb)-arg1(np)	judge.01	judge
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg0(np)-v(v)-arg1(np)-arg2(pp)	teach.01	teach
arg0(np)-v(v)-arg1(np)-arg2(pp)	offer.01	offer
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	beg.01	beg
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	beg.01	beg
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(pp)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	treat.01	treat
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	welcome.01	welcome
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	want.01	want
arg0(np)-v(v)-arg1(np)-arg2(pp)	please.01	please
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	rub.01	rub
arg0(np)-v(v)-arg1(np)-arg2(pp)	save.02	save
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	hear.01	hear
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	beg.01	beg
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	carry.01	carry
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	waste.01	waste
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	say.01	say
arg0(np)-v(v)-arg1(np)-arg2(pp)	praise.01	praise
arg0(np)-v(v)-arg1(np)-arg2(pp)	trust.01	trust
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	beg.01	beg
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg1(np)-arg2(np)	promise.01	promise
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	make.01	make
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg0(np)-v(v)-arg1(np)-arg2(pp)	hear.01	hear
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg2(wp)-arg0(np)-v(v)-arg1(np)	promise.01	promise
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	send.02	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	command.02	command
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	write.01	write
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(vp)	encourage.01	encourage
arg0(np)-v(v)-arg1(np)-arg2(pp)	involve.01	involve
arg0(np)-v(v)-arg1(np)-arg2(pp)	condemn.01	condemn
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	punish.01	punish
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg2(pp)-arg0(np)-v(v)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	lead.03	lead
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg1(np)-arg0(np)-v(v)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg1(np)-arg0(np)-v(v)-arg2(pp)	receive.01	receive
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	remove.01	remove
arg0(np)-v(v)-arg2(pp)-arg1(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	advise.01	advise
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	punish.01	punish
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg1(np)-arg2(pp)	wash.01	wash
arg0(np)-v(v)-arg1(np)-arg2(pp)	wipe.01	wipe
arg0(np)-v(v)-arg1(np)-arg2(rp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	sweep.01	sweep
arg0(np)-v(v)-arg1(np)-arg2(rb)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	pour.01	pour
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(vp)	order.01	order
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rb)	gather.01	gather
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	destroy.01	destroy
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	punish.01	punish
arg0(np)-v(v)-arg1(np)-arg2(pp)	throw.01	throw
arg0(np)-v(v)-arg1(np)-arg2(pp)	wipe.01	wipe
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	carry.01	carry
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg1(np)-arg2(pp)	measure.01	measure
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	show.01	show
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	add.02	add
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	recognize.02	recognize
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(vp)	catch.02	catch
arg0(np)-v(v)-arg1(np)-arg2(jj)	drive.02	drive
arg0(np)-v(v)-arg2(rb)-arg1(np)	set.01	set
arg1(np)-arg0(np)-v(v)-arg2(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	protect.01	protect
arg0(np)-v(v)-arg1(np)-arg2(pp)	lend.01	lend
arg0(np)-v(v)-arg1(np)-arg2(to)	lend.01	lend
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg1(np)-arg0(np)-v(v)-arg2(pp)	mention.01	mention
arg0(np)-v(v)-arg1(np)-arg2(pp)	associate.01	associate
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	write.01	write
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(np)-arg1(np)	owe.01	owe
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	hear.01	hear
arg0(np)-v(v)-arg1(np)-arg2(pp)	sell.01	sell
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg2(np)-v(v)-arg0(np)-arg1(np)	get.01	get
arg0(np)-v(v)-arg1(np)-arg2(jj)	drive.02	drive
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	tell.02	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	pick.01	pick
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(rb)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(np)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg2(np)-arg0(np)-v(v)-arg1(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	hand.01	hand
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	stop.03	stop
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	supplement.01	supplement
arg1(np)-arg0(np)-v(v)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	screw.04	screw
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg1(np)-arg2(pp)	hand.01	hand
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.05	get
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(pp)	box.02	box
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	write.01	write
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(rb)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(rb)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	mention.01	mention
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	do.02	do
arg1(np)-arg0(np)-v(v)-arg2(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	stick.01	stick
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	spend.02	spend
arg0(np)-v(v)-arg1(np)-arg2(vp)	prompt.02	prompt
arg0(np)-v(v)-arg1(np)-arg2(dt)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(advp)	bring.01	bring
arg2(wp)-arg0(np)-v(v)-arg1(np)	call.01	call
arg0(np)-v(v)-arg1(np)-arg2(pp)	spend.02	spend
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	use.01	use
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(prp)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	fax.01	fax
arg0(np)-v(v)-arg2(np)-arg1(np)	fax.01	fax
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
arg0(np)-v(v)-arg1(np)-arg2(rp)	keep.04	keep
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	prepare.02	prepare
arg0(np)-v(v)-arg1(np)-arg2(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(np)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(in)	bring.01	bring
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.01	put
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(pp)	jam.01	jam
arg0(np)-v(v)-arg2(np)-arg1(np)	guarantee.01	guarantee
arg0(np)-v(v)-arg1(np)-arg2(pp)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	take.01	take
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	send.01	send
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	send.02	send
arg0(np)-v(v)-arg1(np)-arg2(c("s", "vp"))	beg.01	beg
arg0(np)-v(v)-arg1(np)-arg2(pp)	get.01	get
arg0(np)-v(v)-arg2(np)-arg1(np)	give.01	give
arg2(wp)-arg0(np)-v(v)-arg1(np)	call.01	call
arg2(wdt)-arg0(np)-v(v)-arg1(np)	call.01	call
arg0(np)-v(v)-arg2(rp)-arg1(np)	put.03	put
arg0(np)-v(v)-arg1(np)-arg2(pp)	bring.01	bring
arg0(np)-v(v)-arg2(np)-arg1(np)	tell.01	tell
